,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
First,Middle,Last,Street,City,State,Zip,SSN,,
PEGGY,P,BARRAS,357 HOUSTON,WASHINGTON,PA,15301,666446492,,
JANET,,LEVIN,430 TOURA,PITTSBURGH,PA,15236,666447189,,
THOMAS,G,COSSMAN,50 COLONY,PITTSBURGH,PA,15239,666449761,,
MARINA,E,BARAHONA,114 NEWBURY,GIBSONIA,PA,15044,666461353,,
MINNIE,,FLOYD,341 GROSS,PITTSBURGH,PA,15224,666462219,,
JAMES,L,HENRY,2101 CEDAR RUN,CAMP HILL,PA,17011,666462841,,
RICHARD,D,BEALL,241 S 21ST,PHILADELPHIA,PA,19103,666469230,,
DONNA,M,EFTINK,191 MOUNT TROY,PITTSBURGH,PA,15212,666475477,,
SUSANNE,,BIERMAN,2736 MAIN,PITTSBURGH,PA,15235,666482680,,
SCOTT,,NADRATOWKI,207 E GEORGE,CARMICHAELS,PA,15320,666483502,,
ARTHUR,J,COLLINS,2579 W HARDIES,GIBSONIA,PA,15044,666484605,,
TONYA,,BUSH,100 KOEHLER,PITTSBURGH,PA,15223,666485942,,
COLLEEN,B,DALZELL,320 S MATHILDA,PITTSBURGH,PA,15224,666487173,,
MICHELLE,,BOLT,1418 ROUTE 18,BURGETTSTOWN,PA,15021,666505362,,
JAMES,,MCGINNIS,1323 3RD,BEAVER,PA,15009,666505744,,
JOYCE,A,MOORE,PO BOX 256,ELLSWORTH,PA,15331,666525508,,
LARAINE,,DOLE,3105 NIAGARA,PITTSBURGH,PA,15213,666540057,,
LUCILLE,,BATTEN,700 FIRST AND BORDER ST B,WEST ELIZABETH,PA,15088,666561121,,
PATTY,A,CARVER,31 MOUNT OLIVER,PITTSBURGH,PA,15210,666562718,,
CHESTER,,HULLEY,143 TROTTERS LEA,CHADDS FORD,PA,19317,666580449,,
RICHARD,,CHIRAFISI,635 ALLISON,WASHINGTON,PA,15301,666587788,,
SUSAN,S,GOOFREY,2120 VERMONT,WEST MIFFLIN,PA,15122,666587880,,
JEAN,M,ARTHURS,1902 WORCESTER,PITTSBURGH,PA,15243,666604477,,
ERIC,M,DAHL           SR,627 SOUTHERN AVEBSM,PITTSBURGH,PA,15211,666605393,,
CHARLETTE,B,BROWN,2359 S 18TH STREET,PITTSBURGH,PA,15210,666623403,,
MARGARET,D,GILLESPIE,1152 PARK,E MC KEESPORT,PA,15035,666625576,,
CAROLE,,EVANS,724 WHITNEY,PITTSBURGH,PA,15221,666643378,,
MARILYN,L,GAAB,107E RR2,PINE GROVE,PA,17963,666644210,,
DARRELL,,CARTER,703 CENTER,PITTSBURGH,PA,15239,666646018,,
ALMA,A,BALDWIN,5700 BRYANT,PITTSBURGH,PA,15206,666648194,,
SUSAN,,AUGELLO,8523 ROAD,PITTSBURGH,PA,15235,666649060,,
CHRISTINE,A,JORAM,5123 SUTTON PLACE,WEXFORD,PA,15090,666681242,,
STUART,B,HARTZELL,1425 MILLBROOK,GROVE CITY,PA,16127,666683782,,
JEROME,D,DALAFOSSE,90 S BRIGHTON,UPPER DARBY,PA,19082,666684394,,
THOMAS,P,FERRIS,253 POWELL,SPRINGFIELD,PA,19064,666684870,,
JERRI,,CERRATO,1123 HASLAGE,PITTSBURGH,PA,15212,666687253,,
SANDI,A,KERCKHOFF,569 RR3,BEAVER FALLS,PA,15010,666689024,,
KELLY,,BRUNKEN,103 APPLE,MC MURRAY,PA,15317,666702282,,
NICOLE,,BRUZZONE,401 4TH,NEW BRIGHTON,PA,15066,666702363,,
PHILL,A,GIBSON,600 OLD STREET,TREVOSE,PA,19053,666706874,,
CHARLES,H,JOHNSON,1256 WACO,NEW KENSINGTON,PA,15068,666707786,,
MARK,J,HAEGELE        JR,3320 RR18,HOOKSTOWN,PA,15050,666708901,,
CHARLES,J,BROWN,5540 5TH,PITTSBURGH,PA,15232,666724567,,
LOU,,MAROTTA,449 CAROTHERS,CARNEGIE,PA,15106,666727219,,
WILLIAM,A,BISHOP,121 KING,ALIQUIPPA,PA,15001,666742200,,
JOAN,,CAIN,957 HIGHVIEW,PITTSBURGH,PA,15234,666742369,,
PHILLIP,N,MURRELL,87 ARLINGTON,IMPERIAL,PA,15126,666744826,,
PHYLLIS,A,BORNSTEIN,RR1,KUNKLETOWN,PA,18058,666746472,,
STEVEN,,BARDLEY,PO BOX 206,SIDMAN,PA,15955,666763326,,
NANCY,E,BARALOTO,4348 GLADSTONE,PITTSBURGH,PA,15207,666763948,,
DARLENE,P,EDWARDS,142 RIDGEVIEW,BEAVER,PA,15009,666764819,,
SHELIA,A,BACK,926 STEVENDALE,PITTSBURGH,PA,15221,666768917,,
LINDA,A,COOK,298 E PENNVIEW,PITTSBURGH,PA,15223,666780042,,
BARBARA,M,CLIFTON,178 OAK,AMBRIDGE,PA,15003,666801437,,
LOBOV,O,KNOX,1121 BOYCE STE 1100,PITTSBURGH,PA,15241,666803159,,
BARBARA,J,BLISS,309 CHESTNUT HILLS APTS,WASHINGTON,PA,15301,666804646,,
RICHARD,G,BROPHY,404 TALLY,PITTSBURGH,PA,15237,666805209,,
SHIRLEY,A,BOWLING,2308 SURREY,MC KEESPORT,PA,15135,666806280,,
DOROTHY,D,BATES,535 BRAZIL,PITTSBURGH,PA,15227,666806668,,
DAVE,M,BURKE,2410 WALNUT,MC KEESPORT,PA,15132,666806798,,
JOHN,,BROWN,1020 LOGAN,N VERSAILLES,PA,15137,666820911,,
BOBBIE,,GUGLIELMO,4940 3RD,VERONA,PA,15147,666829407,,
DONALD,L,LANGE,714 ALTURIA,PITTSBURGH,PA,15216,666829785,,
MARGURERITE,B,LAZORKO,491 BALTIMORE,SPRINGFIELD,PA,19064,666841748,,
CARLENE,,BISHOP,PO BOX 37,INDUSTRY,PA,15052,666844260,,
DANNY,R,GILLIAM,2810 LINCOLN,WHITE OAK,PA,15131,666846258,,
GERALD,P,MIDDENDORF,306 SARATOGA,PITTSBURGH,PA,15236,666848110,,
MARTHA,M,HARE,210 PINE MOUNTAIN,WEXFORD,PA,15090,666848486,,
JANE,,LEAVEY,1007 GLASS RUN,PITTSBURGH,PA,15236,666848496,,
RUDOLPH,,BOHANNON,3138 VERNON,PITTSBURGH,PA,15227,666862685,,
GRACE,A,BANZHOFF,40 LONGFELLOW,MUNHALL,PA,15120,666862871,,
PATRICIA,,CAUDELL,GLOWOOD,PGH,PA,15227,666869980,,
AJAY,M,MANAJAN,516 LONG,UPPER SAINT CLA,PA,15241,666888788,,
GRACE,,BANZHOFF,57 TERRACE,PITTSBURGH,PA,15205,666921014,,
EDWARD,A,GRONECK,4779 DOYLE,PITTSBURGH,PA,15227,666922390,,
RALPH,V,BOWMAN,1014 EDWARD,N VERSAILLES,PA,15137,666924329,,
CATHERINE,R,GREER,2819 FREDERICK,PITTSBURGH,PA,15212,666928311,,
DONA,G,BOSE,2012 W GROVE,GIBSONIA,PA,15044,666928335,,
BODDY,O,HALL,2111 HUNTINGTON S,WEXFORD,PA,15090,666940240,,
JUDITH,A,LEYDEN,429 FORBES STE 900,PITTSBURGH,PA,15219,666942906,,
ROUNDER,B,MCDUFFIE,376 RIVER,VANPORT,PA,15009,666960355,,
ARGENTINA,,FRIAS,230 SENECA,PITTSBURGH,PA,15219,666961315,,
WILLIAM,S,BANFIELD,204 ORMSBY,PITTSBURGH,PA,15210,666969839,,
GLENNA,J,CORVIN,581 5TH,PITCAIRN,PA,15140,666026543,,
BILLY,,FIGGINS,355 S AIKEN,PITTSBURGH,PA,15232,666054409,,
CATHERINE,,DI MOLA,63 S WASHINGTON,WILKES BARRE,PA,18701,666100097,,
LARRY,,HEINZELMAN,PO BOX 81911,PITTSBURGH,PA,15217,666126591,,
ROSALIE,L,LEWIS,HERSHEY,HERSHEY,PA,17033,666126817,,
GRAF,,LISA,531 RATHAY,ELIZ,PA,15077,666186508,,
CURTIS,L,COSTON         JR,1086 W KING,MALVERN,PA,19355,666200573,,
MARCIA,,BANKIRER,2010 BALDWIN,MC KEESPORT,PA,15132,666205015,,
RICHARD,L,CORNETTO       JR,411 FRANKLIN,PITTSBURGH,PA,15221,666223464,,
KELLEY,S,BRUNKER,116 CANDLELITE,CANONSBURG,PA,15317,666244964,,
JOHN,F,BROSSART,400 IOWA,GLASSPORT,PA,15045,666266659,,
WILLIAM,S,MAYFIELD,3787 LOGANS FERRY,MONROEVILLE,PA,15146,666302850,,
LARRY,L,JANNEY,55 MARY,CORAOPOLIS,PA,15108,666321901,,
FRANCIS,T,BOYLAN         JR,114 VISTA VALLEY,WASHINGTON,PA,15301,666328791,,
TONYA,L,BUSH,925 DORCHESTER,PITTSBURGH,PA,15226,666329025,,
ELEANOR,T,D ADAMO,4279 US HIGHWAY 322,REEDSVILLE,PA,17084,666335008,,
AUSTIN,V,MATHEY,1474 VILLAGE GREEN,CLAIRTON,PA,15025,666343768,,
LINDA,L,BOULDEN,2903 SUSSEX,PITTSBURGH,PA,15226,666348038,,
ROBERT,F,JOHNSON,111182 INDIAN MOUT,ALBRIGHTSVILLE,PA,18210,666355327,,
JOHN,E,HUFFMAN,1613 MIDDLE,GLENSHAW,PA,15116,666363417,,
CHERYL,A,BATES,751 RR3,OAKDALE,PA,15071,666367142,,
TAMARA,K,FRONEK,DEPAOLI,CECIL,PA,15321,666373532,,
JIMMY,B,BUTLER,1675 H,PITTSBURGH,PA,15241,666373984,,
IRENE,,MC MAHON,114 BIRCH,BALA CYNWYD,PA,19004,666380502,,
SHELLI,,LEFFELTEPE,1086 W KING,MALVERN,PA,19355,666383508,,
DERRICK,D,HUATAMAKI,599 BAIRD,WASHINGTON,PA,15301,666404033,,
DEBRA,J,CHAPMAN,2570 STROSCHEIN,MONROEVILLE,PA,15146,666406395,,
STEVE,,BIRLEW,612 31ST,MC KEESPORT,PA,15132,666407657,,
ELIZABETH,E,CANCLINI,RR2,NEW BRIGHTON,PA,15066,666409645,,
MITCHELL,,BALLOWANZ,D 430 MCKNIGHT,PITTSBURGH,PA,15237,666428715,,
BRENDA,F,FRAZIER,473 PERRYMONT,PITTSBURGH,PA,15237,666441708,,
MARK,J,FRANKMAN,1410 RADFORD,PITTSBURGH,PA,15227,666447364,,
GLORIA,R,LOUDER,735 OLIVE,PITTSBURGH,PA,15237,666448436,,
CARMEN,C,LARROZA,2095 ROSEWOOD,YORK,PA,17403,666449919,,
JOHN,A,BAKER          III,208 TOURA,PITTSBURGH,PA,15236,666468766,,
MARIA,L,LOPEZ,154 TRUVER,VALENCIA,PA,16059,666475605,,
SANDI,,MCSPADDEN,318 STONEBROOK,MC MURRAY,PA,15317,666483332,,
MICHAEL,R,BIRRELL,505 BROADWAY,MC KEES ROCKS,PA,15136,666489450,,
LISA,,BINDON,124 HIGH,ELIZABETH,PA,15037,666503498,,
JANET,L,KRAMER,1829 WILLARD,WILLOW GROVE,PA,19090,666523833,,
WILLIAM,J,BRANAGH,PO BOX 617,MONONGAHELA,PA,15063,666526292,,
DAVID,,KLEBER,800 MAPLE GLEN,WAYNE,PA,19087,666526978,,
RAY,,FELICANO,305 RIVERVIEW,WHITE OAK,PA,15131,666529602,,
KELLY,K,KEENAN,PO BOX 32,BRANDAMORE,PA,19316,666540537,,
VIRGINIA,,BAYS,240 W 7TH,CONSHOHOCKEN,PA,19428,666541335,,
SURJIT,S,BAJAJ,29 GRANT,PITTSBURGH,PA,15202,666547875,,
ELIZABETH,,BICKNESE,1955 UPPER RIDGE,GREEN LANE,PA,18054,666562091,,
SUZANA,,MILIC,510 JAMES,TURTLE CREEK,PA,15145,666583260,,
JOSEPH,,CENTINEO,925 HAMLET,MONROEVILLE,PA,15146,666583582,,
MARY,A,BARNES,1145 FOX HILL,MONROEVILLE,PA,15146,666586726,,
KENT,D,BRANSON,513 NORDEEN,WEST MIFFLIN,PA,15122,666588895,,
JENNIFER,L,BAYNTON,690 PARK,PITTSBURGH,PA,15221,666600960,,
NOEL,S,MANIEGO,25B RR3,BURGETTSTOWN,PA,15021,666603954,,
HAROLD,E,BEALL,595 DORSEY,PITTSBURGH,PA,15238,666620086,,
JEFFREY,,BLANTON,505 3RD,N VERSAILLES,PA,15137,666621897,,
KIMBERLY,J,JOHNSON,124 SANTIAGO,IMPERIAL,PA,15126,666623160,,
WAYNE,A,LEDET,21 FRITZ REED,SCHUYLKILL HAVE,PA,17972,666628046,,
FRANCIS,T,BOYLAN,RR8,WASHINGTON,PA,15301,666641118,,
CHARLES,D,JEANE,5530 5TH,PITTSBURGH,PA,15232,666643416,,
DAN,,BURGESS,3009 MAY,PITTSBURGH,PA,15234,666643876,,
JOSEPH,S,BERECZ,111 MERCIA,PITTSBURGH,PA,15237,666644147,,
MARK,,BEDAR,GENERAL DELIVERY,GREENOCK,PA,15047,666647172,,
BARBARA,A,HARDY,87 CRAWFORD RUN ROAD A,CHESWICK,PA,15024,666648595,,
BETTY,K,HOUSE,331 FRANKLIN,PITTSBURGH,PA,15221,666664422,,
MARY,E,BROWN,227 N 4TH,WEST NEWTON,PA,15089,666681372,,
JUDY,L,LANKFORD,231 S MATHILDA,PITTSBURGH,PA,15224,666684943,,
GARY,E,BIAGGANI,703 PROVIDENCE,PITTSBURGH,PA,15239,666686750,,
VERLIN,L,MITCHELL,2354 MCCOOK,PITTSBURGH,PA,15212,666688586,,
JAN,L,BONESTEEL,6938 MEADE,PITTSBURGH,PA,15208,666689719,,
JAY,G,BRADLEYSR,3202 SCOTTSWOOD,ALIQUIPPA,PA,15001,666704090,,
JOSEPH,E,HAHN,4908 STONETOP,MONROEVILLE,PA,15146,666705640,,
MICHAEL,S,LEMASTER,532 LINCOLN,ERIE,PA,16505,666721916,,
MARTHA,V,DEJESUS,PO BOX 4,ROCHESTER,PA,15074,666728087,,
DONNA,W,GIGLIA,6052 ALMA,PHILADELPHIA,PA,19149,666729825,,
CLAIR,M,GALLANT        III,20 ALLEN,HANOVER,PA,17331,666762229,,
DIANE,E,HINSLEY,245 ASHLAND,MOUNT LEBANON,PA,15228,666762994,,
LISA,M,MORELAND,255 E OHIO,PITTSBURGH,PA,15212,666763817,,
JACK,D,BALLAGH,886 HERSHIRE,BETHEL PARK,PA,15102,666764130,,
MICHELE,,BERTONI,1327 LINCOLN,MC KEESPORT,PA,15131,666765881,,
JOHN,T,BROWN,2249 RIDGE,MC KEESPORT,PA,15135,666766598,,
KERRI,J,BARBOUR,520A GREENDALE,PITTSBURGH,PA,15218,666766949,,
DREXEL,H,BRADDY,10 COLUMBIA,CARNEGIE,PA,15106,666767334,,
H,J,BEECHER,3830 EBONHURST,ALLISON PARK,PA,15101,666769882,,
HENRY,B,MARKSBERRY,302 DAWNS EDGE,EXTON,PA,19341,666782309,,
DIANNE,,BARBER,3265 PINEHURST,PITTSBURGH,PA,15216,666783572,,
MASON,S,BRADSHAW       JR,139 CONVAIR,CORAOPOLIS,PA,15108,666802775,,
JEROME,D,DELAFOSSE,A 272 BARCLAY,LANGEHORNE,PA,19047,666803041,,
ANNETTE,H,JOHNSON,906 BROADWAY,ALTOONA,PA,16601,666803489,,
P,A,BEALE,642 W 5TH,ERIE,PA,16507,666806019,,
MICOL,A,BRANDO,620 N JORDAN,ALLENTOWN,PA,18102,666809787,,
EDNA,D,COOKE,5419 KEEPORT,PITTSBURGH,PA,15236,666820041,,
BARBARA,A,MCCALL,716 WILRUTH,ALLISON PARK,PA,15101,666828820,,
MELISSA,R,HELMS,6 QUEENS,BELLE VERNON,PA,15012,666840392,,
ANTHONY,,HORNING,4441 CLAIRTON,PITTSBURGH,PA,15236,666840562,,
ROSALIND,,BAISY,2485 SCENERY,ELIZABETH,PA,15037,666842578,,
PAMALA,P,KIMBALL,450 BURTON,PITTSBURGH,PA,15235,666843383,,
LAURA,,BAILEY,305 STRATFORD,PITTSBURGH,PA,15232,666846610,,
BOBBIE,J,GUGLIELMO,452 WASHINGTON,SPRINGDALE,PA,15144,666846621,,
JULIE,A,BARKER,421 DUSTY,CLAYSVILLE,PA,15323,666847671,,
SANDRA,B,EKIMOTO,112 S OLIVER,ZELIENOPLE,PA,16063,666865456,,
HAROLD,E,BRUNE,537 E RAILROAD,VERONA,PA,15147,666866577,,
SUSAN,S,BURNS,PO BOX 492,DANBORO,PA,18916,666868650,,
RALPH,N,BRYANT,3011 HOME,PITTSBURGH,PA,15234,666869067,,
ALLEN,B,BURNETT,700 5TH,OAKMONT,PA,15139,666869830,,
MARYANN,,HUHNWERNER,340 OAKLAND,PITTSBURGH,PA,15213,666900451,,
ROBERT,O,BENNETT,3377 WEBSTER,PITTSBURGH,PA,15219,666902900,,
BEA,,BELLOMY,3001 ZEPHYR,PITTSBURGH,PA,15204,666903063,,
SHARON,J,HARRISON,1040 RUSSELL,AVOCA,PA,18641,666903102,,
PAIGE,,MORRIS,22 PENN,PITTSBURGH,PA,15214,666905678,,
RAY,,BARELA,231 COXCOMB HILL,NEW KENSINGTON,PA,15068,666905897,,
STEPHEN,,KECK,241 RR1,AVELLA,PA,15312,666921711,,
PATRICIA,,BUONO,400 CONCORD,IMPERIAL,PA,15126,666925577,,
JAMES,P,HICKERSON,1604 CIRCLE,ROCHESTER,PA,15074,666927583,,
SUSAN,K,MORRIS,5032 CENTRE,PITTSBURGH,PA,15213,666929492,,
JENNIFER,C,CLIMKO,223 1ST,BELLE VERNON,PA,15012,666941609,,
LORELEI,S,BAUDER,402 CLINTON,OAKDALE,PA,15071,666945651,,
KAREN,,MOUILLE,PENN W BLDG 4326,PITTSBURG,PA,15276,666946054,,
GINA,A,BRUNETT,1020 OLD WASHINGTON,MC MURRAY,PA,15317,666966410,,
JANA,L,BERINGSON,12141 2 THIRD,MC KEES ROCKS,PA,15136,666983195,,
ALBERTA,E,FOX,523 MAIN,RUSSELLTON,PA,15076,666984742,,
TAMARA,A,FRIEND,350 E COMPANY FARM,ASPERS,PA,17304,666994173,,
CINDEE,,BROWER,162 S LINWOOD AVEFLR,PITTSBURGH,PA,15205,666013375,,
GENEVIEVE,I,BEAUDETTE,614 S 8TH STE 322,PHILADELPHIA,PA,19147,666045417,,
GAIL,W,BUDDE,1808 NASER,NORTH VERSAILLE,PA,15137,666109756,,
TAMARA,L,DOCKTERMAN,PO BOX 239,ALIQUIPPA,PA,15001,666136624,,
LYNNETTE,L,BLEVINS,3944 MONROEVILLE,MONROEVILLE,PA,15146,666156563,,
JULIE,,DEGROAT,353 STARK,GREENSBURG,PA,15601,666201857,,
MARTHA,J,FREDERICK,UNIVERSITY E,HERSHEY,PA,17033,666204675,,
ALISON,E,GREGORY,PO BOX 212,AVELLA,PA,15312,666231850,,
WALTER,H,HARRIS,631 BAUR,WEXFORD,PA,15090,666234439,,
MARY,L,KENNEDY,52 S 2ND,DUQUESNE,PA,15110,666245379,,
ALFRED,C,BABB,122 COLUMBIA,PITTSBURGH,PA,15229,666246713,,
DONNA,J,BELGARDE,85 1/2 6TH,CORAOPOLIS,PA,15108,666284030,,
ESTEL,F,JACKSON,209A MCKEESPORT,ELIZABETH,PA,15037,666301122,,
LUISA,G,HEFFERMAN,123 COUNTRY CLUB,MONONGAHELA,PA,15063,666323452,,
TAMARA,L,BURNETT,420 HOMEWOOD,TRAFFORD,PA,15085,666324481,,
ARTHUR,,BRUMMER,1151 AERIE,NORTH HUNTINGDO,PA,15642,666342896,,
RUSSELL,L,BOGUE,631 BAUR DE,WEXFORD,PA,15090,666345837,,
CINDEE,A,LITTLEJOHN,595 SCENIC,AVELLA,PA,15312,666383651,,
BRADFORD,,BUCKLEY,920 MACBETH,MONROEVILLE,PA,15146,666384092,,
EUNICE,,BOLT,400 ELIZABETH,CHARLEROI,PA,15022,666386118,,
RALPH,V,BOWMAN,412 HILLVIEW,NEW KENSINGTON,PA,15068,666386806,,
THOMAS,J,BUGNI,315 LAKEVIEW,WASHINGTON,PA,15301,666387728,,
PEGGY,,BARRAS,50 SEMINOLE,WASHINGTON,PA,15301,666400474,,
LUELLEN,,FELDMAN,4740 SALTSBURG,MURRYSVILLE,PA,15668,666409439,,
MICHAEL,,MARTELL,1174 DEERFIELD,WASHINGTON,PA,15301,666422155,,
ALTAGRACIA,M,BURGOS,910 CHESTNUT,BARNESBORO,PA,15714,666423988,,
MICHAEL,B,EVANS,361 CYPRESS HILL,PITTSBURGH,PA,15235,666425319,,
SHAWN,,LEDET,819 VANKIRK,CLAIRTON,PA,15025,666439729,,
RENEE,J,GRIMES,4701 PINE,PHILADELPHIA,PA,19143,666445717,,
AMY,,LONE,424 CENTER,ELIZABETH,PA,15037,666464134,,
BARBARA,D,BLACKSTON,444 HOODRIDGE,PITTSBURGH,PA,15234,666465173,,
NADINE,,BELLAVIA,9 2ND,BURGETTSTOWN,PA,15021,666466776,,
TRACIE,L,DANIELS,315 S 45TH,PHILADELPHIA,PA,19104,666480117,,
THOMAS,B,HICKEY,306 LINCOLN,HAVERTOWN,PA,19083,666480578,,
JAMES,,BRIDGES,2500 MAIN,PITTSBURGH,PA,15235,666480864,,
SUE,S,DECKERT,206 CHICKENTOWN,SOMERSET,PA,15501,666484360,,
ED,R,BAUER,3830 EBONHURST,ALLISON PARK,PA,15101,666485497,,
JULIE,,BROWN,2378 DAGENHARDT,GIBSONIA,PA,15044,666488443,,
BILLIE,J,BEHRENDT,PO BOX 16,BROOMALL,PA,19008,666504183,,
LINDA,,BURR,402 GRANT,BELLE VERNON,PA,15012,666504608,,
LARRY,C,HEINZELMAN,1394 VINE,PITTSBURGH,PA,15236,666506060,,
RICHARD,R,BECKMAN,121 RR3,TROY,PA,16947,666507383,,
BROOKE,,BARROW,2109 MYRTLE,ERIE,PA,16502,666507553,,
EDIE,D,MORRIS,1633 MORRIS,WASHINGTON,PA,15301,666509400,,
RUTH,,BELLO,141 TAFFY RUN,ROCHESTER,PA,15074,666520700,,
RAYMOND,V,MAKSUTA        III,2527 CLUBHOUSE,WEXFORD,PA,15090,666521965,,
J,R,ANGEL,GREEN,PGH,PA,15147,666525672,,
MICHELLE,,ATKINS,510 E 11TH,MUNHALL,PA,15120,666525805,,
BRIAN,K,BERTRAND,400 CAMELOT,PITTSBURGH,PA,15220,666542602,,
JEFF,,BOHNEN,1026 COCHRAN MILL UNIT R1,CLAIRTON,PA,15025,666545569,,
DEBBIE,L,HUNT,PO BOX 928,DOYLESTOWN,PA,18901,666548047,,
ADELIA,T,DOMINGO,38 PASADENA,PITTSBURGH,PA,15211,666548191,,
MICHAEL,M,GREEN,92 WOODSDALE TRL,STATE COLLEGE,PA,16801,666560526,,
WILLIAM,S,MAYFIELD,113 ALLISON,PITTSBURGH,PA,15238,666565421,,
KATHLEEN,,BOYLE,390 BRUSH,JOHNSTOWN,PA,15906,666581450,,
JENNY,L,BREEZE,931 MCNEILLY,PITTSBURGH,PA,15226,666586358,,
TERRELLE,L,GOSLEE,1115 FOX HILL,MONROEVILLE,PA,15146,666587111,,
BARBARA,J,BLISS,2156 BLAIRMONT,PITTSBURGH,PA,15241,666589438,,
DEBORAH,M,HEILMAN,1520 3RD,NEW BRIGHTON,PA,15066,666606089,,
STACEY,,BURKE,3601 PENN,PITTSBURGH,PA,15201,666607996,,
BROOKE,,BELTON,4222 TUXEY,PITTSBURGH,PA,15227,666609182,,
WARREN,,MA,8 PAW PAW LN 514,DINGMANS FERRY,PA,18328,666609272,,
VICTOR,A,CLARK,116 ROSE,PITTSBURGH,PA,15229,666609878,,
CHARLENE,F,BEULAH,59 SHADY W,PITTSBURGH,PA,15228,666627621,,
ROBERT,,HENN,RR2,CLINTON,PA,15026,666628047,,
NANCY,E,BASIL,650 PRESQUE ISLE,PITTSBURGH,PA,15239,666629192,,
CHRISTIAN,,BAUER,5014 CLIFTON,ALIQUIPPA,PA,15001,666642065,,
T,D,HARTMAN,3722 CHERRY HILL,PITTSBURGH,PA,15236,666648474,,
REGINALD,,JOHNSON,615 NSAINTCLAIR,PITTSBURGH,PA,15206,666649860,,
SALLIE,,BOONE,1106 MONONGAHELA,WHITE OAK,PA,15131,666660591,,
GREG,,BESHWAK,212 ORCHARD,SEWICKLEY,PA,15143,666661134,,
KELLIE,D,BARNETTE,668 ROLLING GREEN,BETHEL PARK,PA,15102,666661940,,
JOHN,G,BOEYNER        JR,1208 LEWIS,CORAOPOLIS,PA,15108,666662023,,
ROGER,A,BURNETT,1401 MIFFLIN,HOMESTEAD,PA,15120,666664714,,
PAMELA,J,HARRIS,298 ELM,AMBRIDGE,PA,15003,666668486,,
GARRELL,,BREWER,6 WELLINGTON,PITTSBURGH,PA,15221,666684070,,
CHRISTIE,L,FISHER,2500 1 PP G PLACE DELOITTE,PITTSBURG,PA,15222,666686029,,
ELIZABETH,,BICKUESE,1029 W MAIN,PLYMOUTH,PA,18651,666686220,,
KORY,T,HOOKER,2860 WASHINGTON,MC KEESPORT,PA,15133,666689600,,
JOHN,L,KROCKER,PO BOX 555,WAVERLY,PA,18471,666704864,,
TINA,,BERGMANN,360 BENSON CIRCLE,PITTSBURGH,PA,15227,666721644,,
PETER,,BARRY,113 GARDEN,PITTSBURGH,PA,15236,666726446,,
BARBARA,J,DAVISCOOK,205 WATER,NORTHUMBERLAND,PA,17857,666729286,,
JAMIE,B,MCLEAN,464 LISA,WEST MIFFLIN,PA,15122,666744122,,
MARGARET,A,BARR,239 GLENN,CANONSBURG,PA,15317,666744540,,
TIMOTHY,L,HARVIN,545 RR1,BADEN,PA,15005,666748140,,
GEORGE,D,BARR,8915 CENECA,PITTSBURGH,PA,15237,666748448,,
JOANNA,M,BURTON,434 W SUNBURY,BUTLER,PA,16001,666748825,,
MIKE,,BECK,63 KITTANNING,PITTSBURGH,PA,15223,666762084,,
WILLIAM,A,MUNDY,PO BOX 581,PHILADELPHIA,PA,19105,666764150,,
JULIE,R,DOCKINS,61 WERNER CAMP,PITTSBURGH,PA,15238,666765098,,
KENNETH,E,BUTTREY,85 SECURITY,WASHINGTON,PA,15301,666767814,,
THERESA,,HAFELE,263 BAUER,WEXFORD,PA,15090,666780592,,
CAROL,,BOYLE,3730 DRY RUN,MONONGAHELA,PA,15063,666783604,,
GWENDOLYN,,BUTLER,413 W 9TH,ERIE,PA,16502,666789087,,
WARREN,,MA,72 SYCAMORE,NATRONA HEIGHTS,PA,15065,666802635,,
THADDEUS,G,BITTNER,509 E MAIN,CARNEGIE,PA,15106,666812163,,
JODI,B,BICKERMAN,1517 BLOSSOM HILL,PITTSBURGH,PA,15234,666829614,,
CINDY,,BOWER,485 CROSS CREEK,AVELLA,PA,15312,666845643,,
JEANEAN,,BEACHY,1249 IND MT,ALBRIGHTSVILLE,PA,18210,666847503,,
KATHY,M,BROWN,915 WIBLE RUN,PITTSBURGH,PA,15209,666861824,,
JAMES,L,ERRY,5652 STANTON,PITTSBURGH,PA,15206,666864585,,
PHILIP,E,AGGEN,762 WEIRICH,WASHINGTON,PA,15301,666885156,,
CATHERINE,,BURKE,51 GRANDVIEW,PITTSBURGH,PA,15214,666888681,,
MARCELA,A,KOPAL,1119 FIRWOOD,PITTSBURGH,PA,15243,666888914,,
JANE,H,FITZGERALD,6290 AUBURN,PITTSBURGH,PA,15206,666889752,,
MICHAEL,L,LOMBARDI,23 HARDING,WASHINGTON,PA,15301,666902245,,
DEBRA,C,CLARK,1333 HUNTER,VERONA,PA,15147,666929729,,
SHERRY,B,FREEMAN,2430 WEDGEWOOD,WEXFORD,PA,15090,666941656,,
BENTON,,CLARK,282A RR1,MONONGAHELA,PA,15063,666942837,,
JAMIE,,LIBERTELLI,104 STONEHAVEN,EDINBORO,PA,16412,666945489,,
AMY,,GUSTAFSON,115 POWELL,E PITTSBURGH,PA,15112,666946954,,
FLORENCE,P,BAGNASCHI,701 RR3,OAKDALE,PA,15071,666964202,,
DOLORES,,BURBANO,375 MINGO,WEXFORD,PA,15090,666966792,,
